Report Number,ACRS Report Type,Related Non-Motorist,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Driver At Fault,Injury Severity,Circumstance,Driver Distracted By,Drivers License State,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Going Dir,Speed Limit,Parked Vehicle,Vehicle Year,Vehicle Make,Vehicle Model,Latitude,Longitude,time,day of the week,date
MCP2513000V,1,-1,9,0,0,1,5,6,0,3,,7,5,1,9,11,20,1,35.0,0,2016.0,52,459,39.00429333,-77.02363333,21:48:00,Wednesday,2018-02-07
MCP28590079,1,-1,4,4,7,4,5,6,0,2,"RAIN, SNOW, WET",7,12,0,12,14,9,0,35.0,0,2013.0,11,401,39.15881167,-77.16044333,12:05:00,Tuesday,2019-08-13
MCP2910002X,2,-1,9,0,0,4,1,6,2,1,,9,12,1,12,0,9,2,50.0,0,2013.0,15,176,39.10878167,-76.93078833,08:00:00,Wednesday,2016-11-16
MCP28890038,2,0,2,-1,0,4,1,6,0,1,,7,12,5,12,11,9,4,25.0,0,2012.0,94,421,39.05203,-77.07313833,17:58:00,Wednesday,2018-07-11
MCP2717004S,2,-1,14,0,0,4,1,6,2,1,,12,12,5,3,21,2,1,30.0,0,2013.0,28,161,39.04944833,-77.10258167,08:23:00,Monday,2016-02-08
MCP12100063,2,-1,14,0,0,4,-1,6,0,1,,12,12,5,6,11,9,1,55.0,0,2022.0,84,148,39.0492264,-77.15123516,14:22:00,Thursday,2023-08-17
MCP3037000Q,2,-1,16,0,0,4,1,6,0,1,,7,12,2,10,0,9,4,25.0,0,2014.0,68,400,39.23785934,-77.26323813,16:16:00,Sunday,2017-04-02
MCP2889001Q,2,-1,15,-1,0,5,1,8,2,1,,12,12,1,12,11,9,4,25.0,0,2005.0,100,210,39.03896333,-77.048935,19:08:00,Sunday,2016-09-25
MCP15660018,2,-1,14,0,0,1,5,6,2,1,,7,12,5,11,16,6,4,35.0,0,2017.0,133,325,39.23453201,-77.28151914,06:07:00,Monday,2019-10-21
MCP137800PJ,1,2,15,0,-1,1,1,6,2,1,"N/A, WET",7,12,3,12,11,0,1,5.0,0,2012.0,55,459,39.148535,-77.206375,19:02:00,Tuesday,2019-01-15
MCP2231007K,2,-1,7,0,0,4,1,6,0,1,,7,12,5,3,3,20,4,25.0,0,2022.0,107,200,39.12289833,-77.23169833,09:13:00,Tuesday,2023-09-19
DD55830081,2,-1,9,0,0,4,1,6,2,1,,7,3,5,12,18,17,1,35.0,0,2013.0,98,278,39.05917067,-77.12138867,15:30:00,Wednesday,2023-03-29
MCP3339000F,2,-1,9,1,0,4,1,6,2,1,,5,12,2,12,0,17,1,45.0,0,2016.0,100,348,39.10776667,-77.07612833,12:02:00,Wednesday,2022-09-07
MCP2788001K,2,-1,15,0,7,1,-1,1,2,1,,12,10,1,12,0,9,0,35.0,0,2002.0,2,276,39.03589939,-77.03555058,02:53:00,Saturday,2018-09-15
MCP2728006D,2,-1,14,0,0,4,-1,6,2,1,,5,12,1,1,11,13,2,30.0,0,2018.0,140,128,39.04156333,-77.00202,17:32:00,Thursday,2019-08-22
MCP2898002X,2,-1,17,0,-1,4,1,8,2,1,,12,-1,6,15,11,1,3,20.0,0,2002.0,79,369,39.18090476,-77.27187359,15:00:00,Monday,2019-08-05
MCP1580008F,1,-1,16,0,0,4,5,6,2,3,,12,12,1,12,0,21,1,35.0,0,2017.0,68,472,39.18818167,-77.19729167,16:38:00,Monday,2018-03-05
EJ7876002B,2,-1,14,0,0,1,1,0,2,1,,5,12,5,2,11,0,2,35.0,0,2018.0,100,292,39.14893102,-77.20775337,21:15:00,Friday,2020-05-01
MCP2946005W,1,-1,9,1,0,4,-1,6,2,1,"BACKUP DUE TO REGULAR CONGESTION, N/A",7,12,1,12,0,17,2,45.0,0,2015.0,100,311,39.20186833,-77.25360483,14:17:00,Sunday,2023-09-10
MCP2766002J,2,-1,9,-1,0,1,1,1,2,1,,9,12,5,12,11,13,2,25.0,0,2008.0,77,251,39.07043833,-77.10345833,20:30:00,Friday,2016-03-25
MCP3255000T,2,-1,4,4,7,4,5,6,0,1,"RAIN, SNOW, WET",7,12,1,6,11,9,1,35.0,0,2002.0,99,421,39.15431333,-77.20918167,13:52:00,Sunday,2020-10-25
MCP14650061,2,-1,14,0,0,4,1,6,2,1,,5,12,5,2,2,14,2,25.0,0,2014.0,81,421,39.00396833,-76.993645,11:40:00,Monday,2023-11-13
MCP3311001Z,2,-1,7,0,0,4,1,-1,2,1,,12,12,1,6,11,2,1,35.0,0,1999.0,140,128,39.01204577,-77.04140217,16:50:00,Wednesday,2023-09-06
MCP2177002F,2,-1,7,1,-1,4,-1,8,2,1,,5,12,5,9,11,1,0,10.0,0,2004.0,8,34,39.11045333,-77.17480667,13:45:00,Saturday,2017-10-07
MCP3084002T,1,-1,4,4,7,4,1,6,0,2,"RAIN, SNOW, WET",7,12,1,4,11,9,4,35.0,0,2010.0,140,128,39.02311333,-77.13234333,14:36:00,Friday,2018-12-28
MCP1417004P,1,-1,4,6,7,4,5,6,0,3,"SLEET, HAIL, FREEZ. RAIN, WET",7,12,2,12,11,9,1,35.0,0,1999.0,140,128,39.18457667,-77.21103,09:33:00,Tuesday,2016-02-09
MCP3109000G,2,-1,15,0,0,4,1,6,2,1,"N/A, PHYSICAL OBSTRUCTION(S)",7,12,5,12,16,0,1,25.0,0,2008.0,134,82,39.10243237,-76.92135036,16:00:00,Wednesday,2018-03-14
DD56180005,1,-1,7,0,0,4,4,6,0,1,,7,12,2,4,16,9,1,25.0,0,2014.0,133,81,39.0952605,-77.19177683,08:08:00,Monday,2016-05-09
EJ78760060,1,-1,16,0,0,4,1,6,2,2,,7,12,1,12,11,9,0,35.0,0,2021.0,90,227,39.14408643,-77.22481667,15:20:00,Sunday,2023-07-30
MCP3276000Y,2,-1,9,0,0,1,-1,8,2,1,,12,-1,6,12,-1,0,1,35.0,0,0.0,146,452,38.9952575,-77.0271719,17:42:00,Thursday,2021-04-29
EJ7884003J,2,-1,14,1,0,4,-1,6,2,1,,7,12,5,13,11,9,4,30.0,0,2011.0,28,211,39.13944268,-77.2053285,16:09:00,Thursday,2022-01-06
MCP2598000R,2,-1,14,0,0,4,1,6,2,1,,7,12,5,1,11,9,4,35.0,0,2008.0,46,201,39.00534667,-77.02350667,18:07:00,Tuesday,2016-05-10
MCP2936002T,2,-1,9,4,7,4,1,8,2,1,,5,12,2,12,11,17,1,35.0,0,2007.0,24,91,39.04966,-77.11313667,17:55:00,Thursday,2018-08-02
MCP2917003F,1,-1,9,0,0,5,5,6,0,1,,7,12,5,9,11,17,1,45.0,0,2015.0,115,183,39.09289833,-77.07957667,16:20:00,Tuesday,2018-12-18
MCP3064003S,2,-1,13,1,0,4,4,6,0,1,,7,12,5,1,11,12,-1,25.0,1,2016.0,46,141,39.03362833,-77.035805,13:22:00,Wednesday,2021-09-01
MCP1121001T,2,-1,14,0,0,4,5,6,2,1,,7,12,2,3,0,7,2,35.0,0,2005.0,39,175,39.15857,-77.15973833,17:10:00,Wednesday,2017-01-18
MCP2724001J,2,-1,16,3,2,4,1,-1,0,1,"N/A, WET",7,12,5,12,11,6,2,30.0,0,2013.0,46,56,39.03904167,-76.99223833,07:16:00,Thursday,2016-08-18
MCP3118003C,2,-1,1,0,0,4,-1,6,0,1,,7,12,0,12,11,20,4,10.0,0,2017.0,141,37,39.07978667,-77.07366833,14:30:00,Monday,2021-07-19
MCP229800MM,1,-1,4,0,0,4,5,6,2,4,,5,12,0,12,12,6,2,45.0,0,2016.0,28,193,39.14619117,-77.274589,14:18:00,Thursday,2019-03-14
MCP2853005W,1,2,-1,0,0,2,1,-1,1,1,,5,-1,6,15,-1,9,1,25.0,0,0.0,146,452,39.02220868,-77.02329109,19:40:00,Saturday,2019-03-30
MCP3253001Y,1,-1,9,0,0,4,1,6,0,2,,7,12,1,9,11,17,2,55.0,0,2014.0,11,37,39.17354333,-77.274935,08:14:00,Wednesday,2022-08-10
MCP3003002T,1,-1,7,0,0,4,5,6,2,1,,12,25,5,12,11,2,1,35.0,0,2018.0,125,307,39.01385167,-77.09916833,09:13:00,Tuesday,2018-10-30
MCP2859008G,2,-1,7,0,-1,4,-1,8,2,1,,12,12,5,1,11,13,0,10.0,0,2016.0,90,117,39.10471096,-77.19138246,14:50:00,Thursday,2020-02-06
MCP2989000F,2,-1,14,0,0,3,5,6,0,1,,7,12,1,1,11,9,2,40.0,0,2007.0,141,320,39.02040167,-77.01297167,05:50:00,Monday,2016-05-09
MCP2633001C,2,-1,9,0,0,1,1,6,0,1,,7,12,2,9,11,17,4,20.0,0,2004.0,141,404,39.15005331,-77.21504688,18:35:00,Friday,2017-02-03
MCP29620082,2,-1,15,0,0,4,1,6,2,1,,5,12,5,3,3,7,0,25.0,0,2020.0,121,200,39.1918406,-77.26260878,09:27:00,Wednesday,2023-08-23
MCP30630017,2,-1,4,0,-1,4,5,-1,0,1,,7,12,1,12,11,9,0,30.0,0,2008.0,141,421,39.05607833,-76.95460833,16:14:00,Wednesday,2018-11-14
MCP2437002D,2,-1,9,0,0,1,2,6,2,1,,12,12,2,12,11,9,4,35.0,0,2004.0,149,309,39.09045667,-77.05317167,20:23:00,Thursday,2017-04-27
MCP2923004L,2,-1,14,-1,-1,1,1,8,2,1,,12,-1,5,13,7,21,0,35.0,0,1998.0,42,275,39.05361853,-77.10417666,21:11:00,Thursday,2018-10-18
MCP1205002F,2,-1,14,0,0,4,1,8,2,1,,12,12,5,13,-1,9,1,30.0,0,0.0,146,452,38.97786242,-77.07711965,14:40:00,Wednesday,2016-10-05
MCP29910039,2,-1,9,4,7,4,1,6,0,1,,7,12,2,9,11,9,1,40.0,0,2014.0,141,338,39.11446333,-77.07518333,13:30:00,Saturday,2018-12-15
DM8403000D,2,-1,14,0,0,1,-1,-1,2,1,,12,12,1,6,11,9,2,15.0,0,2017.0,55,172,38.99163312,-76.99219994,03:36:00,Sunday,2019-08-18
MCP3065001W,2,-1,9,0,0,4,-1,6,0,1,,7,12,5,9,11,20,1,45.0,0,2012.0,141,128,39.05395667,-76.97468833,18:15:00,Thursday,2018-05-24
MCP10640036,2,-1,9,0,0,4,5,-1,0,1,,7,12,3,12,18,20,1,30.0,0,2009.0,35,82,38.99934333,-76.99578667,07:24:00,Thursday,2015-09-03
MCP3258003D,2,-1,9,0,0,4,1,-1,2,1,,5,12,5,9,11,1,4,25.0,0,2015.0,45,368,39.05570667,-77.08211,18:18:00,Saturday,2023-09-16
MCP2723004V,2,-1,9,1,7,4,5,6,0,1,"N/A, WET",7,12,1,9,11,20,2,45.0,0,2011.0,154,197,39.12672167,-77.072235,13:10:00,Saturday,2020-01-04
MCP93010035,2,-1,14,0,0,4,-1,-1,0,1,,7,12,5,8,11,9,1,30.0,0,2013.0,46,37,39.119655,-77.29878833,12:45:00,Wednesday,2020-01-29
MCP1438003X,2,-1,0,1,0,4,1,6,2,1,,7,12,2,12,11,6,1,35.0,0,2007.0,1,421,39.106335,-77.19609,08:30:00,Thursday,2017-01-05
MCP2929000B,1,-1,4,1,-1,4,1,6,2,3,,5,3,2,1,11,17,0,15.0,0,2013.0,100,61,39.15248587,-77.06356108,14:25:00,Saturday,2015-04-25
MCP1580009V,2,-1,9,1,7,4,1,6,2,1,,12,12,1,12,11,21,1,30.0,0,2005.0,141,96,39.14879833,-77.21070833,11:04:00,Friday,2018-11-30
MCP2930001H,2,-1,15,4,7,1,0,8,2,1,"RAIN, SNOW, WET",12,-1,0,12,11,21,2,45.0,0,2008.0,46,114,39.10873667,-76.998,00:19:00,Friday,2019-04-26
DD56340009,1,-1,6,4,7,4,1,6,2,1,"RAIN, SNOW, WET",7,12,1,12,11,0,4,40.0,0,2007.0,28,9,39.10492217,-77.17162567,15:15:00,Thursday,2018-10-11
MCP2982003T,2,-1,9,-1,7,1,1,6,0,1,,7,12,2,9,11,20,4,0.0,0,2020.0,140,128,38.99219784,-77.01367798,23:19:00,Sunday,2021-02-14
MCP2931000P,2,-1,14,0,0,4,1,-1,0,1,,7,12,5,1,10,17,1,40.0,0,2005.0,61,430,39.072665,-77.13358833,18:33:00,Wednesday,2015-07-15
DD55950033,2,-1,9,0,0,4,5,6,0,1,,7,12,5,9,11,17,2,40.0,0,2011.0,140,320,39.11840017,-77.1834385,14:09:00,Tuesday,2016-09-27
MCP2396002Q,1,-1,15,0,0,4,5,6,2,2,,12,12,1,1,0,0,2,40.0,0,2007.0,15,409,39.09556742,-77.04459317,06:24:00,Wednesday,2018-07-11
MCP2686005S,2,-1,16,0,0,4,5,6,2,1,"N/A, VISION OBSTRUCTION (INCL. BLINDED BY SUN)",7,12,1,12,0,9,2,40.0,0,2013.0,46,141,39.196596,-77.26547867,15:46:00,Monday,2022-11-21
MCP2977000T,2,-1,14,0,0,4,5,6,2,1,,10,12,2,1,11,2,0,40.0,0,2010.0,99,421,39.01912951,-77.01086104,13:50:00,Sunday,2015-08-16
MCP3190000Q,2,-1,7,0,0,4,5,8,2,1,,12,-1,6,15,11,17,2,50.0,0,2013.0,140,336,39.08391939,-77.07798352,18:00:00,Wednesday,2019-05-22
MCP1257000G,2,-1,7,0,0,4,-1,6,2,1,,7,24,1,6,12,14,2,40.0,0,2009.0,28,194,39.25030333,-77.347555,12:15:00,Wednesday,2015-10-14
MCP1522000V,2,-1,6,0,7,4,1,-1,2,1,"N/A, WET",12,12,1,12,11,9,0,40.0,0,2010.0,141,37,39.18687333,-77.12806,08:29:00,Saturday,2016-04-09
MCP2830004V,2,-1,9,-1,0,4,1,6,2,1,,4,12,1,12,11,17,2,45.0,0,2016.0,141,37,39.12665167,-77.07239833,15:45:00,Thursday,2020-03-12
MCP30850008,1,-1,15,1,7,4,5,6,2,2,"N/A, WET",7,12,1,12,12,6,2,35.0,0,2001.0,140,408,39.02257,-77.16232333,18:36:00,Saturday,2017-09-02
EJ7881001R,1,-1,9,4,7,2,5,6,0,1,"RAIN, SNOW, WET",7,12,1,9,11,17,0,35.0,0,2012.0,141,37,39.15451307,-77.17990282,21:26:00,Thursday,2022-03-31
DD5601003W,1,-1,16,0,0,4,5,-1,2,1,,12,12,2,12,11,9,0,35.0,0,2014.0,68,421,39.07967867,-77.13814217,17:50:00,Saturday,2018-07-07
MCP2995001T,2,-1,9,4,7,4,1,6,2,1,"RAIN, SNOW, WET",7,12,1,12,11,17,4,45.0,0,2002.0,138,167,39.05828668,-77.08613321,18:16:00,Monday,2017-06-19
MCP2902004H,1,-1,16,0,0,4,5,-1,0,3,,7,12,1,12,0,9,4,45.0,0,2016.0,52,421,39.17880333,-77.23844833,11:08:00,Saturday,2020-10-24
MCP32210029,1,-1,14,0,0,1,1,6,0,2,,7,3,0,12,12,9,0,40.0,0,2017.0,140,408,39.05484167,-77.14629,22:49:00,Monday,2023-03-06
MCP229800N5,2,-1,14,0,0,4,1,8,1,1,,7,-1,2,10,-1,9,4,40.0,0,0.0,146,452,39.1746395,-77.25213936,15:28:00,Wednesday,2019-04-24
MCP2776002S,2,-1,15,4,7,1,1,1,2,1,"RAIN, SNOW, WET",7,12,1,12,11,9,1,30.0,0,2013.0,59,216,39.150785,-77.06248667,03:59:00,Saturday,2019-03-02
DD5611000H,1,-1,9,0,0,4,5,6,0,3,,7,12,2,9,11,17,1,35.0,0,2005.0,58,212,39.09259893,-77.18298912,16:22:00,Wednesday,2015-10-07
MCP2712002T,2,-1,16,0,0,4,5,6,2,1,,5,31,1,11,11,6,0,35.0,0,2001.0,46,305,39.084325,-76.95117667,13:42:00,Wednesday,2018-08-01
MCP0487001G,2,-1,16,0,0,4,1,6,0,1,,7,12,1,12,11,9,0,35.0,0,2011.0,16,34,39.14592333,-77.14501,09:15:00,Wednesday,2017-05-03
EJ78880047,2,-1,16,0,-1,4,1,6,2,1,,5,31,2,4,11,9,3,5.0,0,2009.0,45,368,39.14628878,-77.20400553,16:45:00,Tuesday,2023-04-25
MCP3063004F,2,-1,7,0,0,4,1,6,0,1,,12,12,5,13,11,9,0,30.0,0,2017.0,45,467,39.108775,-77.0281485,11:40:00,Saturday,2023-10-28
DD55950044,2,-1,7,0,-1,4,1,-1,2,1,,12,12,5,9,11,1,1,15.0,0,2015.0,17,122,39.08893367,-77.15266283,15:15:00,Monday,2017-05-15
MCP3283000R,2,-1,7,0,-1,4,-1,8,2,1,,12,-1,6,9,11,1,3,15.0,0,2007.0,55,32,39.03425297,-77.0010618,19:18:00,Wednesday,2021-07-14
MCP2411000K,1,-1,9,2,7,4,1,-1,0,1,"RAIN, SNOW, WET",7,12,2,9,11,17,0,35.0,0,2014.0,28,204,39.05371833,-77.09708,16:01:00,Friday,2016-07-08
MCP2676001V,2,-1,4,0,0,1,5,-1,2,1,,9,12,1,12,11,9,2,35.0,0,2007.0,140,37,39.169675,-77.20432,17:16:00,Sunday,2016-01-03
MCP32770022,2,-1,7,0,-1,5,1,-1,2,1,,12,12,5,3,11,19,3,10.0,0,2020.0,90,400,39.15489,-77.19887,17:12:00,Tuesday,2021-12-28
MCP3374000W,2,-1,9,0,0,4,5,6,0,1,,7,12,2,9,11,17,0,35.0,0,2004.0,154,90,39.000078,-77.176199,11:55:00,Saturday,2023-06-17
MCP29520016,1,-1,9,0,0,4,1,6,2,1,,7,12,1,12,11,17,4,40.0,0,2003.0,127,37,39.010515,-77.00075167,07:19:00,Monday,2015-10-05
MCP2425007G,2,-1,9,0,0,4,5,6,2,1,,2,26,5,12,11,9,4,25.0,0,2014.0,28,182,38.99737167,-77.026435,13:54:00,Wednesday,2016-09-14
DD5628002X,1,-1,16,0,0,4,4,6,0,3,,7,12,0,12,0,9,0,40.0,0,2001.0,65,346,39.10238167,-77.18862333,12:15:00,Thursday,2019-12-19
MCP235800BR,2,-1,9,0,7,4,5,6,2,1,"N/A, WET",7,12,5,12,11,17,4,35.0,0,2011.0,93,125,38.98623283,-77.14351467,13:30:00,Sunday,2023-09-24
MCP0685002X,2,-1,7,0,-1,4,1,6,2,1,,7,12,3,9,21,1,2,25.0,0,2008.0,11,458,39.09662802,-77.15729758,18:25:00,Wednesday,2017-03-22
MCP2784001G,2,-1,9,0,0,4,1,6,2,1,,12,12,2,12,11,17,4,30.0,0,2004.0,100,61,39.05075193,-77.12528944,15:11:00,Wednesday,2015-04-29
MCP1048002J,1,-1,12,4,7,4,1,6,0,2,"RAIN, SNOW, WET",7,12,1,12,11,9,2,35.0,0,2009.0,141,318,39.046445,-77.16118,13:55:00,Thursday,2017-04-06
MCP3033001V,2,-1,16,0,-1,4,1,6,0,1,,7,12,1,1,11,9,1,15.0,0,2014.0,141,96,39.041365,-76.98983833,10:33:00,Friday,2018-06-01
MCP229800Z0,2,-1,9,0,0,1,5,6,2,1,,5,12,3,12,11,9,1,35.0,0,2009.0,45,114,39.06798833,-77.06095,17:07:00,Thursday,2021-11-11
MCP2712004M,2,-1,16,-1,7,4,4,6,2,1,,5,12,1,10,0,7,1,45.0,0,2003.0,140,241,39.10661833,-76.91992833,14:51:00,Monday,2020-04-13
MCP9404000X,2,-1,7,0,-1,4,-1,6,0,1,,7,12,1,9,11,12,-1,25.0,1,2002.0,28,295,39.13632682,-77.20636725,13:01:00,Saturday,2017-03-04
MCP9437000D,2,-1,15,-1,0,2,1,6,2,1,,8,12,0,12,11,9,4,50.0,0,2001.0,140,281,39.17918333,-77.10278833,03:22:00,Saturday,2016-03-05
DM8378000H,2,-1,16,0,0,4,4,6,0,1,,7,12,1,12,11,9,1,30.0,0,2012.0,28,204,38.98843667,-77.01205333,10:30:00,Sunday,2016-04-03
MCP29700031,2,-1,14,1,0,4,5,-1,0,1,,7,12,2,13,11,20,1,30.0,0,2011.0,141,37,39.047175,-77.04887833,12:51:00,Saturday,2017-08-12
DD5633003R,2,-1,7,4,7,4,1,6,0,1,,7,12,5,12,11,20,1,25.0,0,2015.0,71,421,39.06505084,-77.11817933,11:00:00,Tuesday,2020-08-04
MCP243600CT,2,-1,9,0,0,4,1,6,0,1,,7,12,5,9,11,20,4,35.0,0,2014.0,46,53,39.0227056,-77.01630042,12:30:00,Sunday,2021-07-11
MCP2995004B,2,-1,12,0,0,2,1,6,0,1,,7,12,1,6,11,9,2,45.0,0,2013.0,71,306,39.077905,-77.071505,19:03:00,Monday,2019-03-04
MCP2859003T,2,-1,7,-1,-1,4,1,8,2,1,,12,-1,6,15,-1,13,3,10.0,0,0.0,146,452,39.15627483,-77.22198317,13:40:00,Monday,2017-06-05
MCP2799003L,1,0,13,0,0,4,1,8,2,1,,12,-1,6,13,-1,9,2,45.0,0,0.0,146,452,39.10604167,-77.001445,16:00:00,Tuesday,2018-01-23
DM8423002F,2,-1,7,0,-1,4,-1,-1,2,1,,12,-1,6,15,21,1,4,15.0,0,2010.0,16,458,38.98661667,-77.00277833,17:00:00,Thursday,2021-04-08
MCP2906003C,1,-1,16,0,0,4,4,-1,2,1,,5,12,2,6,11,6,2,25.0,0,2022.0,131,453,39.10166667,-77.19542333,16:00:00,Wednesday,2023-10-04
MCP29910037,1,-1,16,0,0,4,1,6,0,2,,7,12,1,6,11,9,2,45.0,0,2013.0,8,173,39.16592833,-77.01533833,09:00:00,Sunday,2018-11-11
MCP10300009,1,-1,4,3,1,4,1,6,2,2,"ICY OR SNOW-COVERED, N/A",7,12,1,4,11,9,2,40.0,0,2012.0,86,85,39.18546,-77.26189333,08:54:00,Thursday,2015-01-15
MCP32000090,1,-1,16,0,0,4,4,6,2,1,,5,12,1,12,11,6,1,30.0,0,2018.0,55,381,39.01855847,-77.20975485,14:58:00,Wednesday,2023-08-16
EJ7781000L,1,-1,9,4,7,4,5,-1,0,2,"RAIN, SNOW, TRAFFIC CONTROL DEVICE INOPERATIVE",7,12,2,9,11,20,2,40.0,0,2007.0,28,294,39.143215,-77.22075,13:31:00,Friday,2016-05-13
MCP3319001M,1,-1,9,0,0,4,-1,-1,0,2,,7,12,2,9,11,17,2,30.0,0,2017.0,11,368,39.02472333,-77.045985,11:45:00,Tuesday,2023-03-07
MCP3010006J,2,-1,14,0,0,4,1,-1,0,1,,7,12,5,6,12,9,2,40.0,0,2012.0,28,421,39.01969167,-77.1029,07:52:00,Monday,2022-01-24
MCP1235000G,2,-1,16,0,0,4,1,6,0,1,,7,12,2,12,11,9,4,40.0,0,2003.0,46,53,39.02138667,-77.01423333,17:12:00,Friday,2016-03-11
MCP3178000D,1,-1,4,-1,-1,4,-1,6,0,1,,7,12,1,10,11,17,0,50.0,0,2013.0,46,314,39.1772,-77.10079167,14:19:00,Tuesday,2019-03-26
DD56050057,1,-1,9,4,7,0,5,6,0,1,,7,12,2,9,11,17,0,25.0,0,2015.0,45,421,39.07299667,-77.1479045,18:50:00,Wednesday,2018-03-07
MCP29310043,1,-1,9,-1,-1,1,-1,-1,0,2,,7,12,2,9,11,6,0,30.0,0,2017.0,140,96,39.08412333,-77.22868167,20:05:00,Sunday,2019-12-22
MCP25860022,2,-1,9,0,0,4,5,6,0,1,,7,12,5,9,11,20,1,50.0,0,2013.0,100,61,39.09552163,-76.93788886,16:33:00,Friday,2016-08-19
MCP115100BX,1,-1,9,0,7,4,1,6,2,1,"VISION OBSTRUCTION (INCL. BLINDED BY SUN), WET",5,8,1,12,12,9,0,40.0,0,2008.0,16,68,39.1547725,-77.25775333,07:10:00,Tuesday,2020-03-03
MCP33000016,1,-1,16,0,0,4,5,6,2,3,,9,12,1,13,0,9,1,25.0,0,2018.0,28,170,39.04169633,-77.05167783,09:49:00,Friday,2021-12-03
MCP29970014,2,-1,9,0,0,4,1,6,0,1,,7,12,2,9,11,20,2,40.0,0,2012.0,100,463,39.21290378,-77.23912239,09:10:00,Wednesday,2018-06-06
MCP94220012,1,-1,4,1,0,4,1,6,0,1,,7,12,1,6,21,9,0,30.0,0,2003.0,28,160,39.05983833,-76.96292167,09:45:00,Thursday,2018-02-01
MCP2928001L,1,-1,3,0,0,1,5,6,0,1,,7,12,1,12,12,9,1,30.0,0,1989.0,28,421,38.987045,-77.02648667,01:47:00,Tuesday,2017-02-28
MCP3097000X,2,-1,16,0,0,1,0,6,0,1,,7,12,5,1,14,9,2,50.0,0,2012.0,140,320,39.06787233,-76.959241,22:03:00,Tuesday,2018-09-25
MCP24370050,2,-1,16,1,0,4,1,6,0,1,,7,12,2,6,11,9,0,35.0,0,2020.0,140,128,39.05346683,-77.10734283,17:35:00,Monday,2023-05-01
MCP1453002L,2,-1,2,1,7,4,4,6,2,1,"RAIN, SNOW, VISION OBSTRUCTION (INCL. BLINDED BY SUN), WET",5,12,1,10,11,7,1,35.0,0,2008.0,100,61,39.1482,-77.27848333,08:23:00,Friday,2016-01-29
MCP27120012,2,-1,16,4,7,4,4,6,0,1,"RAIN, SNOW, WET",7,12,2,12,11,9,1,30.0,0,2000.0,94,222,39.06075,-76.96310333,14:53:00,Monday,2016-07-04
MCP2895001G,2,-1,15,4,7,1,0,1,2,1,,7,12,1,12,11,0,4,35.0,0,2008.0,68,445,39.18390301,-77.27369204,01:27:00,Thursday,2017-05-25
MCP2565004B,2,-1,9,-1,0,1,5,8,2,1,,7,10,6,12,0,9,0,35.0,0,2004.0,28,184,39.04540162,-77.10493684,17:56:00,Saturday,2017-05-20
MCP3258001D,2,-1,9,4,7,4,5,-1,2,1,,5,12,3,9,18,19,1,25.0,0,2013.0,98,82,39.04708,-77.05164333,08:50:00,Wednesday,2021-10-06
DD5603002V,2,-1,4,0,0,4,5,6,2,1,,5,12,1,6,11,6,4,40.0,0,2003.0,66,37,39.06427329,-77.12606192,16:02:00,Wednesday,2016-05-25
MCP2286005T,1,-1,4,4,7,1,5,6,2,2,"RAIN, SNOW, WET",5,12,1,12,0,6,1,40.0,0,2023.0,140,338,39.11997817,-77.15995917,17:00:00,Wednesday,2023-12-27
MCP27400021,2,-1,15,0,-1,1,1,6,2,1,,7,12,1,4,3,17,1,5.0,0,1996.0,25,155,39.00016667,-76.99186667,21:13:00,Friday,2016-07-08
MCP11510098,1,-1,0,0,0,4,4,6,0,3,,7,12,0,6,11,9,4,50.0,0,2015.0,71,208,39.27412967,-77.1557775,07:04:00,Thursday,2019-02-28
DM8490002H,2,-1,7,7,-1,5,1,-1,2,1,,5,26,5,15,11,1,3,0.0,0,2015.0,16,94,38.99282813,-76.99221225,21:36:00,Friday,2022-10-28
MCP2914004P,1,-1,7,0,-1,4,1,-1,0,1,,7,12,1,4,11,9,2,40.0,0,2013.0,55,172,39.04549167,-76.99039167,16:08:00,Tuesday,2017-06-13
MCP2437000N,2,-1,3,1,-1,4,1,6,0,1,,7,12,3,12,14,20,3,15.0,0,2009.0,15,244,39.091325,-77.04543667,11:14:00,Wednesday,2015-01-07
MCP2902006B,1,-1,16,0,0,4,5,6,0,3,,7,12,0,12,11,9,0,45.0,0,2008.0,59,219,39.154315,-77.287195,06:56:00,Wednesday,2023-09-06
MCP22030017,1,-1,1,0,0,4,1,6,0,3,,7,12,1,1,0,9,1,35.0,0,2007.0,46,314,39.04229167,-77.05164667,15:23:00,Monday,2016-06-13
MCP24200018,2,-1,13,8,7,1,-1,-1,2,1,"RAIN, SNOW, WET",7,-1,2,6,17,2,0,40.0,0,2001.0,68,405,39.10887333,-77.07652667,19:18:00,Wednesday,2016-01-27
MCP242500HH,2,-1,14,0,0,4,1,6,1,1,,7,12,5,11,11,9,0,25.0,0,2009.0,55,381,39.015675,-77.04130167,16:40:00,Thursday,2022-04-28
MCP28940017,2,-1,9,0,0,4,-1,6,0,1,,7,12,2,9,11,9,2,35.0,0,2008.0,2,370,39.0481,-77.10163333,15:13:00,Saturday,2015-10-10
MCP3123003X,2,-1,9,0,0,4,-1,-1,0,1,,7,12,6,15,12,9,0,25.0,0,2004.0,140,450,39.05631912,-77.15587648,07:38:00,Wednesday,2022-06-15
